review_text,usefull,unusefull,product_name,category,stars
"Товар очень понравился, смотрится красиво, сделано качественно, удобно, что может работать как от сети, так и от пауэрбанка. Единственный минус - коробка мятая и вскрытая, мне важно так как беру в подарок. Благо что, одаряемый - мой брат и я с ним договорюсь😊",1,0,Аромадиффузор,Бытовая техника,5
"хороший шейкер, купила по отзывам, приемлемая  цена, рекомендую к покупке",0,0,Шейкер,Спортивное питание,5
"Мне понравился состав БАДа, он полностью натуральный и содержит в себе левзею, которую я постоянно пью перед тренировками. Не могу сказать на долгосрок как он сработает, но как минимум чувствую себя бодрым и энергичным, дальше буду смотреть на улучшение силовых показателей.",0,0,Бустер тестостерона,Спортивное питание,5
Все работает,0,0,Увлажнитель воздуха,Бытовая техника,5
"Увлажнитель пришёл в срок. К упаковке были вопросики. Коробка дополнительно никак не упакована, даже нет дополнительной защиты от вскрытия, хотя бы маленького кусочка скотча. Открыть без следов коробку мог кто-угодно. А так как увлажнитель очень легкий, она вполне могла быть пустой 🤷♀️ Обратите на это внимание.   Сам увлажнитель просто чудо. Работает бесшумно, вмещает 5 литров, как заявлено. Управление простое и понятное. К Алисе подключился без проблем. При добавлении масла в резервуар, аромат есть.   За свои деньги он просто на 10+",0,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
Рабочий,0,0,Предтренировочный комплекс,Спортивное питание,5
норм,0,0,Протеин,Спортивное питание,5
Отличный! Упакован очень хорошо. Все работает. Очень понравился,0,0,Ультразвуковой увлажнитель воздуха,Бытовая техника,5
Хороший,0,0,Большой плюшевый медведь,Игрушки,5
"рабочий. как кофеин, только мягче и более длительный эффект",0,0,Теакрин,Спортивное питание,5
слабо держит температурк,0,0,Вакуумный термос,Посуда и кухня,4
кайф 🤤,0,0,Пищевой мел,Продукты питания,5
"Пришло быстро,на вид хорошее удобрение,проверим,посмотрим",0,0,Удобрение для сливы,Сад и огород,5
"взял для пкт с кломидом совместно, пока не знаю",0,1,Экдистерон,Спортивное питание,5
В роде растут цветы домашние 😅,0,0,Грунт для ароидных,Товары для сада и огорода,5
"Занимательная штучка, шустро и качественно выполняет свою работу.",0,0,Робот для мойки окон,Бытовая техника,5
"Брал на подарки к 8 марта женскому коллективу. Медведи супер, доставили быстро, но почему то пришли без коробок",0,0,Плюшевый мишка,Детские игрушки,5
Соответствует ожиданиям. Моет хорошо.,1,0,Робот для мойки окон,Бытовая техника,5
"Пришёл быстро, всё комплектно, упаковка без повреждений. Ребёнок в восторге.",0,0,Железная дорога с электропоездом,Игрушки,5
"пью, посоветовали в спорт магазине, для коленей",0,0,Добавка для суставов,Спортивное питание,4
"Нужно принимать по 2 капсулы и 2 месяца. Это тот же самый анабол, только в мелкой дозировке.",4,2,Анаболический комплекс,Спортивное питание,3
"быстрая доставка помогла мне его взять с собой в путешествие, брал везде с собой, наснимал кучу крутых снимков, спасибо продавцу за качественный товар по бюджетной цене!",0,0,Экшн камера,Электроника,5
"качество на высоте, упаковка полностью целая.",0,0,Карта памяти microSD 8GB,Электроника,5
прекрасно работает,0,0,Робот для мойки окон,Бытовая техника,5
"Простой увлажнитель Воды хватает надолго, включала на всю ночь   Есть один нюанс, который беспокоит. Иногда горит красный цвет.. воды достаточно . Видео прилагаю.   Если это можно исправить?!  прошу продавца ответить",1,1,Увлажнитель воздуха,Бытовая техника,5
"Сам порошок сильно слипаются, даже в банке, даже с поглотителями влаги А в самом вкусе чувствуются спиртозные нотки, неочень приятно, но эффект небольшой есть",0,1,Предтренировочный комплекс,Спортивное питание,2
"Увлажнитель с виду ни чего так, но что не понравилось что собирает возле себя конденсат все рядом мокрое и струя очень низкой дует,  а у меня есть с чем сравнить",0,0,Увлажнитель воздуха,Бытовая техника,4
Отличная дорога. Хорошо стыкуется с имеющейся деревянной. Ребёнок счастлив.,0,0,Железная дорога с электропоездом,Игрушки,5
3,0,6,Предтренировочный комплекс,Спортивное питание,5
"Супер. Компактно, не дорого и многофункционально.",0,0,Переходник Type-C,Электроника,5
"Протеин очень вкусный , не приторный мне понравился, спасибо за подарки очень приятно",0,0,Подарочный набор протеина,Спортивное питание,5
Не поняла эффекта,1,0,Таблетки для похудения,Здоровье и красота,5
Оригинал,0,0,Цинк пиколинат,Спортивное питание,5
"Пришел быстро, удобный, регулируются подачи воздуха",0,0,Увлажнитель воздуха,Бытовая техника,5
Хороший увлажнитель. Но не сразу смогла включить. Помог отзыв покупателя. Надо было отжать клапан внутри.,0,0,Увлажнитель воздуха с аромадиффузором,Бытовая техника,5
Продавец не отвечает на вопросы,0,0,Увлажнитель воздуха,Бытовая техника,5
развалились через полтора месяца,1,0,Тапочки,Одежда,3
Рабочая,0,1,Карта памяти microSD 8GB,Электроника,5
"качество хорошее, но до оригинала не дотягивает",0,0,Трусы боксеры,Одежда,3
"Все хорошо, но не на 50 квадратов!!! Максимум на 30! Но товар сам хороший",1,1,Увлажнитель воздуха с ароматизатором,Бытовая техника,4
Еще не поняла но цветам пока норм,0,0,Грунт для ароидных,Товары для сада и огорода,5
"Работает, всё хорошо, как раз для комнаты.",0,0,Увлажнитель воздуха,Бытовая техника,5
Карту установил на камеру наблюдения. Работает нормально.,0,0,Карта памяти MicroSD 64GB,Электроника,5
удобные тапочки. жене понравились). Дополнение: через 3 месяца стоптались,0,0,Тапочки,Обувь,5
Гормон качает как надо. По всем показателям это видно. Есть отличная побочка в виде мощного поднятия либидо,1,0,Бустер тестостерона,Спортивное питание,5
норм но при транспортировке весь поцарапался,0,0,Детский горшок,Товары для детей,5
отлично,0,0,Отпариватель для одежды,Бытовая техника,5
смысла в нем не поняла,2,0,Кэроб,Спортивное питание,1
"сидят хорошо,камушки сверкают",0,0,Серебряные серьги-каффы,Ювелирные изделия,5
"Купили по рекомендации коллеги, у неё уже давно работает без проблем. Сменные фильтры вроде достаточно легко найти. Надеемся, прослужит долго! ",0,0,Увлажнитель воздуха с ароматизатором,Бытовая техника,5
Супер все работает. Отлично,2,4,RFID-считыватель,Электроника,5
Прилив энергии очень ощутимый,0,0,Жиросжигатель для похудения,Здоровое питание,5
"Для первого опыта - неплохая вещица. Покупалась ребенку для пробы. Водонепроницаемая защита внушительная. Есть запасная крышка для нее. Много проводов, на деле еще не проверяли. Остальное всё работает. В комплект не входит карта памяти, но у нас была своя, к счастью. Управление не очень удобное, но понятное.   Звук не самый шикарный, но картинка норм. На самой камере показывает не очень, но если смотреть с телефона или компа - уже выглядит лучше.",2,0,Водонепроницаемая экшн камера,Электроника,4
тапочки очень тепленькие уютненькие на свой 39 раз заказала 40раз спасибо продавцу,2,0,Тапочки,Обувь,5
"Пришел за 2 дня, за скорость доставки +. Для меня немного шумноват, учитывая то что я хотела ставить увлажнитель в спальне, когда дома тихо, шум очень ощущаем(видео со звуком приложила).  Пульт как будто вообще не от увлажнителя, пришел весь исцарапанный, внутри какие то ржавые, пережатые батареи, еле вытащила. Хорошо что в комплекте были новые батареи, но сам факт что пульт как будто подменили. В целом установленной цены не стоит)",1,0,Увлажнитель воздуха,Бытовая техника,2
"Цена качество очень соответствуют, за такую цену у камеры долольно хорошая комплектация и крепления",0,0,Экшн камера 4k,Электроника,5
Пью за 40 мин до тренировки.,0,0,Жиросжигатель для похудения,Здоровое питание,5
"Пользуюсь неделю, пока все устраивает",0,0,Увлажнитель воздуха,Бытовая техника,5
"Отпариватель очень мощный, понравился, рекомендую",0,0,Отпариватель для одежды,Бытовая техника,5
влюблëнный волк уже не хищник ☝,0,0,Трусы боксеры,Одежда,5
Хороший. Удобно наполнять и мыть,0,0,Увлажнитель воздуха,Бытовая техника,5
В этой ценовой категории по составу и эффективности походу нет конкурентов,1,0,Предтренировочный комплекс,Спортивное питание,5
Работает,0,0,Средство от сорняков,Товары для сада и огорода,5
отлично справился с девичьим виноградом.,0,0,Средство от сорняков,Товары для сада и огорода,5
хлипкие очень,0,0,Серебряные серьги-каффы,Ювелирные изделия,1
Использую сам.,3,1,Смарт-часы,Электроника,5
"Впечатления на меня не произвел,жиросжигания не произошло,вес остался прежним,хотя я придерживаюсь ПП уже очень давно,и в спортзале 3-4 раза в неделю.Эксперимент не удался.вес на месте.не эффективен.",1,0,Жиросжигатель для похудения,Спортивное питание,1
Супер классная вещь,1,0,Термопринтер,Электроника,5
"Отличный жир, почти 2 недели использую для жарки. Вкус хороший.",4,0,Топленый жир говяжий,Продукты питания,5
"написанно что походит для любых устройств, но для фотоаппарата не стоит брать, так как фото не сохраняются на данной карте",1,0,Карта памяти micro SD 128gb,Электроника,3
очень крутой антиоксидант,0,0,Ресвератрол,Здоровье и красота,5
Надули электрическим насосом. очень нравится,0,0,Надувной бассейн,Товары для детей,5
"Трусы очень хорошего качества 95% хлопок и 5% эластан. Шортики идут чуть удлиненные в отличие от стандартных мужских боксеров, поэтому не мешают и нигде не натирают. Ранее брали такую модель у производителя Puma относили 2,5 года, но ранее у нас был производитель Пакистан, сейчас пришли Вьетнам. Надеюсь в носке не подведут и тоже прослужат долго. Единственный минус это высокая цена для данных трусов, но у других продавцов данная модель стоит еще дороже.",4,0,Мужские трусы,Одежда,5
Красивые Серги,0,0,Женские серьги-клаймберы с жемчугом,Ювелирные изделия,5
Самый-самый лучший предтренировочный!! А я пробовал множество за 10 лет!!,2,0,Энергетический Шот,Спортивное питание,5
пользуемся с большим удовольствием,0,0,Увлажнитель воздуха,Бытовая техника,5
"Это мой первый увлажнитель. Выбирала по описанию и отзывам. Очень помогает мнение покупателей. Поэтому решила добавить свой. Отлично поднимает влажность на 10 пунктов за 2 часа. Конечно расстояние от прибора до измерителя влажности не очень большое но считаю что это показатель. В комнате стало легче дышать, воздух стал свежим. Листья цветов перестали сохнуть. Работает бесшумно. Удобно добавлять воду.",0,0,Увлажнитель воздуха с ароматизатором,Бытовая техника,5
но надо по лучше разобраться ,1,1,Робот мойщик окон,Бытовая техника,5
Норм,0,0,Эспандер кистевой,Спортивные товары,5
"Слишком слабо, для ребёнка. Для взрослогонужна натяжка посильнее.",0,0,Эспандер трубчатый,Спортивные товары,3
Хорошо спасибо большое,0,7,Анаболический комплекс,Спортивное питание,5
"Очень понравился увлажнитель! Экономичный (около 2 суток на первой скорости испарения), информативный (показывает на дисплее режим работы, уровень влажности и температуру,), очень тихий. Есть возможность программирования ( таймер и автоподдержание заданного уровня влажности). Подсветка не беспокоит ночью ( хоть я и чувствительна к ночным источникам освещения), и есть возможность её отключить. Очень спасает в жару ( если ставить его около себя, то вполне охлаждает, даже с водой комнатной температуры). На поверхностях налёта не образует ( ни белого, ни влажного). После отключения электроэнергии сам не включается. Если заканчивается вода, предупреждает звуковым сигналом,  через некоторое время отключается.  Насколько эффективно увлажняет сказать не могу, так как гигрометра другого нет, но то что дети с Лор проблемами (фарингит и рино-фарингит)  стали лучше себя  чувствовать это факт.  Теперь о нюансах. Не подойдёт немощным людям для самостоятельного наполнения, потому что совершать манипуляции с тяжёлым резервуаром для воды им будут не под силу. И ещё он иногда булькает довольно громко. У нас два таких увлажнителя: один булькает чаще, другой - реже.  Нас эти особенности не напрягают, поэтому мы очень довольны нашими увлажнителями! Всех благ и процветания производителю!",1,0,Увлажнитель воздуха,Бытовая техника,5
"Норм, бодрит.",0,0,Предтренировочный комплекс,Спортивное питание,5
борщевик в нокауте,0,0,Средство от сорняков,Товары для сада и огорода,5
Полностью соответствует указанному описанию. Свою функцию выполняет отлично,0,0,Карта памяти microSD 8GB,Электроника,5
Классная вещь. Жена очень давольна.,0,0,Робот для мойки окон,Бытовая техника,5
Побочек не вызвали. 👍🏼,0,0,Капсулы для похудения,Здоровье и красота,5
Очаровательно смотрятся,0,0,Женские серьги с изумрудом и фианитами,Ювелирные изделия,5
Пока работает,0,0,Карта памяти,Электроника,5
"За такие деньги по сути таз с водой. Никакой индикации, нет связи с телефоном. В целом не понятно, как это работает",0,1,Увлажнитель воздуха с ароматизатором,Бытовая техника,1
отличный товар,0,0,Туристическая палатка 2-местная,Туризм и отдых,5
дополню отзыв после как пропью банку с лаксогенинов (данной фирмы).,1,2,Поддержка цикла SARMs,Спортивное питание,5
"Сигнализирует, что нет воды и отключается, хотя вода есть. Не понимаю, что не так, если не разберусь, возврат",0,0,Увлажнитель воздуха,Бытовая техника,2
"Пришла быстро, запустилась сразу без танцев с бубном",0,0,Карта памяти MicroSD 64GB,Электроника,5
"Пластик дешовый. Если хотите убедиться, закажите и подержите его в руках. Если добавить пару тысяч к сумме за которую продают этот товар, то можно взять более порядочный экземпляр. Можно ошибиться при выборе товара, вот и я не исключение. Не рекомендую!",2,0,Увлажнитель воздуха с аромадиффузором,Бытовая техника,1
"Брала ребенку, ремешок не подошел, болтается на руке.",1,0,RFID браслет доступа,Электроника,5
Отвечает требованиям. Качественный товар.,0,0,Псиллиум шелуха,Здоровое питание,5
Мужу понравились.,0,0,Трусы боксеры,Одежда,5
размер подошёл работа покажет на вид крепенькие,0,0,Хозяйственные перчатки,Товары для дома,5
нет эфекта,2,0,Предтренировочный комплекс,Спортивное питание,1
"доставили быстро, упакована хорошо, поставил на камеру, если неделю будет работать, закажу ещё, и дополню отзыв, два дня полёт нормальный,неделю стоит на камере, на улице, всё хорошо, только подорожала",1,0,Карта памяти microSDXC 64GB,Электроника,4
работает.,0,0,Карта памяти microSD 8GB,Электроника,5
"Пока не пользовалась, надеюсь, что буду довольна.",0,2,Отпариватель для одежды,Бытовая техника,5
хороший товар,0,0,Увлажнитель воздуха,Бытовая техника,5
Шик,0,0,Водонепроницаемая экшн-камера 4k,Электроника,5
"купила в первый раз, но не могу сказать, что это вкусно, скрипит под зубами, ощущение не очень. брать больше не буду. Наверно на любителя",1,0,Клетчатка для похудения,Спортивное питание,4
"термос отличный ,пишу отзыв после использования, в термос надо накладывать еду прям очень горячую, суп кипящий ,залила в 8 утра ,в 13.30 обед суп был чуть горячим ,не тёплым, а комфортно горячим ,отлично !!! Второе-плов ,положила  разогрев в микроволнрвке ,также в обед ,был тёплым, не холодный ,насчёт чая не знаю ,я брала для обедов ,не пожалела ,рекомендую однозначно  ,лёгкий и компактный !",4,0,Вакуумный термос,Посуда и кухня,5
В смартфоне показывает 125гб. ,0,0,Карта памяти microSDXC 128GB,Электроника,5
"пока только начинаю пить, дополню отзыв позже",0,1,Сывороточный протеин,Спортивное питание,5
"Пришли вот в такой коробке. Перезаказывать некогда, буду дарить, извиняясь за упаковку. Ну вот что за отношение к покупателям?",1,0,Мужские трусы боксеры,Одежда,3
Замечательный чудесный продукт!,0,0,Топленый жир говяжий,Продукты питания,5
Всё работает отлично.,0,1,Карта памяти microSDXC 128GB,Электроника,5
Надеюсь поможет увеличить массу,1,0,Бустер тестостерона,Спортивное питание,5
Сразу скопировал несколько ключей. Все отлично!,1,4,RFID-считыватель,Электроника,5
Рабочая вещь. Восстанавливает,0,0,Бустер тестостерона,Спортивное питание,5
"Отличная железная дорога. Стыкуется с деревянной. Один минус не доглядел взял комплект где поезд без пульта управелния, но ничег острашного докупил отдельное поезд с ДУ.",0,0,Железная дорога с электропоездом,Игрушки,5
"Нормальный, годный за свою цену! Сын младший тоже очень довольный, ему нагрузку делаем поменьше, а мне - побольше. Общий интерес!)",0,0,Эспандер кистевой,Спортивные товары,5
После первой носки начали рассыпаться,1,0,Тапочки,Одежда,1
не помогло... два раза... попробуем весной,0,0,Средство от сорняков,Товары для сада и огорода,3
Так норм мишка но из него лезет пух через несколько дней посмотрим что от него останется,0,0,Плюшевый мишка,Игрушки,3
Отлично все работает,1,0,Увлажнитель воздуха с аромадиффузором,Бытовая техника,5
"Прошëл в упаковке. Запаха нет, дно закругленное) Буду пробовать!",0,0,Шейкер,Спортивное питание,5
"все супер, приемлемая цена работает.",0,0,Карта памяти microSDXC 64GB,Электроника,5
Незнаю у кого как. Я вставил в регистратор и все работает. Больше от нее не требуется,0,0,Карта памяти SDHC,Электроника,5
"ну так себе, одной мало, трёх много, с двух не понятно, Пампа нет",0,0,Предтренировочный комплекс,Спортивное питание,2
рабочая,1,1,Предтренировочный комплекс,Спортивное питание,5
"Очень тихий! Нет бульканья!! Ночью вообще его не слышно, так же есть ночной режим и дисплей полностью выкл. Идеально!!  Из минусов: не увидела съемного фильтра. Качество пластика тонковато.  9/10",0,0,Увлажнитель воздуха,Бытовая техника,5
"это оценка не замку, а продавцам и программистам. поддержки продавца нет. функционал ожидал как на z5, но увы. а именно; нет удалённого временного пароля, нельзя удалённо удалить пользователей. в z5 внедрить видео домофон и распознавание по лицу и была бы оценка десять.",0,0,Умный дверной замок,Бытовая техника,1
Установил на уличную камеру  Всё отлично отрабатывает. Беру не первый раз всё устраивает.,1,0,Флеш карта microSDHC 64 ГБ,Электроника,5
"Покупала данный товар на НГ в подарок. Искала, чтобы была возможность и горизонтального, и вертикального отпаривания. Сразу же отметили: удобно лежит в руке, подача пара достаточно мощная, отглаживает.",2,0,Ручной отпариватель,Бытовая техника,5
"Вот и наступает сезон для дачников. Удобрение заказала для своих слив. Пришло вовремя, упаковано очень хорошо. Спасибо за товар. Рекомендую к покупке.",0,0,Удобрение для сливы,Сад и огород,5
Почему нельзя было сделать круглый вырез не понятно. Смотрится так себе. По размеру четко подходит на S24,0,0,Защитная плёнка для SAMSUNG Galaxy S24,Аксессуары для телефонов,4
Оригинал! все норм! Спасибо!,0,0,Наушники,Электроника,5
"Примерил,всё по размеру,рост 182см. Супер!",0,0,Трусы,Одежда,5
похожи на дешевую бижутерию.нет отметки пробы. сомнительно что это серебро.,1,0,Серебряные серьги-каффы,Ювелирные изделия,3
при первом включении свет горел а потом всё перестал очень слабо работает,0,0,Увлажнитель воздуха,Бытовая техника,3
"Использую уже 1,5 месяца. После тренировок восстановление стало заметно быстрее. За  это время набрал 3 кг мышечной массы. Рекомендую для набора мяса",0,0,Анаболический комплекс,Спортивное питание,5
"Упаковка немного смята, но аппарат не пострадал, пока заряжается, в работе пока не испытала Добавляю, испытание прошло более чем успешно. Аппарат огонь, рекомендую, буду брать еще один на другую квартиру, теперь без него уборка скучное занятие",0,0,Робот мойщик окон,Бытовая техника,5
"Ровно через пол часа он начал покалывать по всему телу и я понял что он начал работать. Сил реально прибавилось на тренировке, но характеристики моего тела не позволяют тренироваться на таких максималках какие задают 2 ложки этого чудо-порошка.  Я занимаюсь тайским боксом и меня хватило на интенсивную разминку, в середине тренировки я куда-то просел, а к концу силы опять появились - второе дыхание или признак обещанной выносливости. Для себя понял что 2 ложки это много на мои 65кг, а пить его нужно прямо минут за десять до начала тренировки, чтобы второе дыхание не открывалось в конце, а всю тренировку я на одном пропахал. После тренировки, кстати, ещё пол часа кувалду гонял по воздуху и мешки пинал, чтобы вся эта дурь выветрилась. Предтрен рабочий однозначно. На вкус только кислый, а так 10 звёзд из пяти.",0,0,Предтренировочный комплекс,Спортивное питание,5
"Стал меньше уставать, прошла апатия, лучше высыпаюсь",0,0,Бустер тестостерона,Спортивное питание,5
"карманы плохо прошиты, мкстами дырки. Зашила сама, так как времени не осталось, покупала в подарок",0,0,Худи,Одежда,2
"будем пробовать, надеюсь на успех!)))))",0,0,Капсулы для похудения,Здоровье и красота,5
Брал для рыбалки,0,0,Мука из семян конопли,Продукты питания,5
"Наконец-то приобрели эту «шайтан-машину»😁 на скидке вышла за 17183₽, дороговато, но оно того стоит, у нас витражное остекление в квартире. Раньше брали в аренду что бы отмывать, заодно посмотрели какие нам больше подходят, сделали вывод что по уровню шума «хоботы» тише работают и как нам показалось быстрее, бывают конечно и у них «глюки»(зависает на месте, или упорно проезжает мимо какого отрезка) для нас это не критично. Справляется аппарат со своей прямой обязанностью хорошо, мы довольны. В этой модели так же удобно что можно управлять через приложение. В комплекте было 7 пар тряпочек, как и заявлено.Очень рады что решились на покупку.",2,0,Робот для мойки окон,Бытовая техника,5
"Покупаю этот протеин регулярно,меняю только вкусы. Хороший протеин не сладкий,хорошо разводиться легко пьётся.Не люблю эти добавки,но этот нравиться.",0,0,Протеин,Спортивное питание,5
"Товар прибыл вовремя, без повреждений. Увлажнитель понравился сразу, своим дизайном. Он не только увлажняет воздух но ещё можно добавлять ароматизаторы, что очень удобно. Без шумный. Впечатления от покупки отличные.",0,0,Увлажнитель воздуха,Бытовая техника,5
"Хороший, качественный грунт!",0,0,Грунт для ароидных,Товары для сада и огорода,5
"Компактный, подойдет для маленькой комнаты. Выглядит эстетично. Беспроводной, аккумулятор заряжается, заряда хватает на 4-5часов. Можно переставлять по квартире и не зависеть от наличия розеток.",0,0,Увлажнитель воздуха,Бытовая техника,5
Увлажнитель классный! Работает исправно!классная штука!Рекомендую к покупке👍,0,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
на унитазе сидит спокойно не боится,0,0,Накладка на унитаз с лесенкой,Товары для детей,5
"берите!!!!! претрен отл качества ! Первую сотку пожал в январе, пи)(дец она тяжело зашла но я тогда не пил ,щас в феврале начал принимать и сотка легче дается и энергии вагон  очень рад покупке..незнаю уж кому там шо не нравится ...мне подошло",1,0,Предтренировочный комплекс,Спортивное питание,5
"доставили быстро, в фирменном пакете озон, без переходника, только карта, обьем памяти соответствует, скорость U4 даже, а вот обещанные показатели скорости на упаковке - явно завышены.. я тестировал на ноутбуке через разьем для карты SD через переходник.. чтение 41 мбит/сек, запись 38 мбит/сек",1,0,Карта памяти micro SDXC 128GB,Электроника,5
"плохо нет флешки в комплекте, использовать так и не получилось. взял с собой на красное море запечатлеть кораллы с рыбками. распоковал уже на отдыхе, был уверен, что там встроенная память, а там влешку нужно. вообщем обломался",1,0,Водонепроницаемая экшн камера,Электроника,4
"не видно, деньги на ветер, не советую",1,0,Детский карманный микроскоп,Товары для детей,1
"Тапочки очень удобные,мягкие,лёгкие,самое главное,тёплые.",0,0,Тапочки,Обувь,5
"Карта памяти не воспроизводит. поставил в регистратор, когда нужно было просмотреть видео воспроизвести не получилось. переставил на ноутбук тоже самое.",1,0,Карта памяти micro SD 64gb,Электроника,1
Очень удобные легкие и стильные качественные рекомендую,0,1,Тапочки,Одежда,5
"Купила маме на подарок , отличный отпариватель, легкий , воды хватает на пару тройку вещей , отпаривает хорошо",0,0,Отпариватель для одежды,Бытовая техника,5
Куча побочек,0,1,Поддержка цикла SARMs,Спортивное питание,3
качество супер,0,0,Мужские трусы,Одежда,5
"кем-то открытая банка приехала сама виновата конечно что не проверила, чуток лучше упаковать и было бы лучше ну или не стоило отправлять заведомо плохой товар??  упаковка была не повреждена за это конечно + но она не спасла от безответственности продавца",0,0,Псиллиум шелуха,Здоровое питание,1
"тяжеловаты,а ток пойдет.",0,0,Тапочки,Обувь,4
"👍👍👍 Всё пришло в отличном состоянии, плёнку наклеила без проблем (с инструкцией справится даже ребёнок,  всё понятно и подробно),  приклеилась идеально без пузырьков.  Спасибо! К покупке РЕКОМЕНДУЮ!!!!!👍",0,0,Защитная плёнка для SAMSUNG Galaxy S24,Аксессуары для телефонов,5
"Отпариватель пришел даже раньше срока. Все целое, добросовестно упаковано. Работает, свои функции отлично выполняет. Очень все понравилось, 5 звезд!",0,0,Отпариватель для одежды,Бытовая техника,5
"Брала из-за натурального состава,хоть кишечник зарабоатл,и плюсом начала худеть,за 2 недели уже сбросила 2,5 кг!",0,2,Жиросжигатель для похудения,Спортивное питание,5
"Пластиковые копирует, железные не пробовал",0,1,RFID-считыватель,Электроника,5
"Работает хорошо, углы надо мыть самому.",1,0,Робот мойщик окон,Бытовая техника,4
"После приема стал выносливее, тренируюсь с большей интенсивностью. Отличный вариант для тех, кто хочет прогрессировать.",0,0,Бустер тестостерона,Спортивное питание,5
Нет таковых. ,0,1,Мел кусковой,Продукты питания,5
Подошёл как родной,0,0,Аккумулятор для модема,Аксессуары для телефонов и гаджетов,5
"Беру не в первый раз. Особо не штырит, но фокусирует отлично.",0,0,Предтренировочный комплекс,Спортивное питание,5
"Хорошо, результат есть!",2,4,Анаболический комплекс,Спортивное питание,5
"наушники супер, цена гуд",0,0,Наушники,Электроника,5
"Качество съёмки оставляет желать лучшего, не ведитесь на комментарии, нет не то что заявленных 4к, но и hd даже не пахнет.",6,0,Водонепроницаемая экшн камера 4k,Электроника,1
почти как настоящий. качество-огонь ребёнок в восторге,1,0,Мегафон,Игрушки,5
